,month,account_id,region,category,spend_level,revenue,live_ad,new_AA,paid_ad,listing_fee,bump_feature,multi_bump_feature,sa_feature,other_feature,shop_feature,adview_received,adview_per_live_ad_per_day,lead_received,lead_per_live_ad_per_day,spending_per_paid_ads,spending_per_live_ad,month_ex
3163,2021-10-01,32485,HN,Car,light,389328,1.0,0.0,1,0,22,0,0,0,0,1584.0,51.096774193548384,28.0,0.9032258064516128,389328.0,389328.0,10
3164,2021-11-01,32485,HN,Car,light,407905,1.0,0.0,1,0,23,0,1,0,0,2155.0,71.83333333333333,56.0,1.8666666666666667,407905.0,407905.0,11
3186,2021-10-01,32882,HN,MC,light,356061,8.0,1.0,6,1,30,0,0,0,0,1083.0,4.402439024390244,68.0,0.2764227642276422,59343.5,44507.625,10
3187,2022-01-01,32882,HN,MC,light,0,4.0,4.0,4,4,5,0,0,0,0,132.0,1.8333333333333333,18.0,0.25,0.0,0.0,1
3192,2021-10-01,32982,HN,Car,light-medium,602121,24.0,9.0,15,9,28,0,0,0,0,4665.0,8.936781609195402,72.0,0.1379310344827586,40141.4,25088.375,10
3193,2021-11-01,32982,HN,Car,light-medium,806061,24.0,5.0,16,3,18,2,2,0,2,6461.0,10.840604026845638,57.0,0.0956375838926174,50378.8125,33585.875,11
3194,2021-12-01,32982,HN,Car,light,545455,24.0,3.0,22,0,36,0,0,0,0,8192.0,12.011730205278592,77.0,0.1129032258064516,24793.40909090909,22727.291666666668,12
3195,2022-01-01,32982,HN,Car,light,518182,22.0,0.0,0,0,0,0,0,0,1,6432.0,9.43108504398827,67.0,0.0982404692082111,,23553.727272727272,1
3196,2021-10-01,32998,HCM,MC,light,22727,1.0,0.0,1,0,2,0,0,0,0,389.0,64.83333333333333,24.0,4.0,22727.0,22727.0,10
3267,2021-10-01,34413,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,98.0,5.444444444444445,3.0,0.1666666666666666,27273.0,27273.0,10
3268,2021-11-01,34413,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,153.0,5.1,4.0,0.1333333333333333,18182.0,18182.0,11
3359,2021-10-01,35565,HCM,Car,light,143636,8.0,7.0,6,5,1,0,0,0,0,1970.0,9.80099502487562,40.0,0.1990049751243781,23939.33333333333,17954.5,10
3360,2021-11-01,35565,HCM,Car,light,127273,8.0,0.0,6,2,4,0,0,0,0,938.0,3.9083333333333328,9.0,0.0375,21212.166666666668,15909.125,11
3361,2021-12-01,35565,HCM,Car,light,27273,8.0,0.0,1,1,0,0,0,0,0,512.0,2.7826086956521734,8.0,0.0434782608695652,27273.0,3409.125,12
3362,2022-01-01,35565,HCM,Car,light,381818,,,14,14,0,0,0,0,0,,,,,27272.714285714286,,1
3372,2021-10-01,36240,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,266.0,24.181818181818183,9.0,0.8181818181818182,18182.0,18182.0,10
3398,2021-10-01,37460,HCM,MC,light,12397,1.0,0.0,1,0,1,0,0,0,0,85.0,21.25,9.0,2.25,12397.0,12397.0,10
3399,2021-11-01,37460,HCM,MC,light,44215,1.0,1.0,1,1,2,0,0,0,0,387.0,27.642857142857142,5.0,0.3571428571428571,44215.0,44215.0,11
3400,2022-01-01,37460,HCM,MC,light,77273,2.0,2.0,2,2,3,0,0,0,0,392.0,11.529411764705882,11.0,0.3235294117647059,38636.5,38636.5,1
3408,2021-10-01,37481,HCM,Car,light-medium,564242,5.0,4.0,5,4,31,0,0,0,0,1379.0,12.20353982300885,18.0,0.15929203539823,112848.4,112848.4,10
3409,2021-11-01,37481,HCM,Car,light,227273,4.0,0.0,4,0,15,0,0,0,0,834.0,6.95,41.0,0.3416666666666666,56818.25,56818.25,11
3410,2022-01-01,37481,HCM,Car,light,65909,5.0,1.0,1,1,0,1,0,0,0,385.0,6.637931034482759,8.0,0.1379310344827586,65909.0,13181.8,1
3417,2021-12-01,37827,HN,MC,light,200000,11.0,11.0,11,11,0,0,0,0,0,2435.0,13.021390374331553,39.0,0.2085561497326203,18181.81818181818,18181.81818181818,12
3418,2022-01-01,37827,HN,MC,light,109091,16.0,6.0,6,6,0,0,0,0,0,9914.0,25.420512820512815,223.0,0.5717948717948717,18181.83333333333,6818.1875,1
3419,2022-02-01,37827,HN,MC,light,18182,8.0,1.0,1,1,0,0,0,0,0,3648.0,19.0,77.0,0.4010416666666666,18182.0,2272.75,2
3446,2022-02-01,38079,HCM,Car,light,27778,1.0,1.0,1,1,0,0,0,0,0,772.0,59.38461538461539,18.0,1.3846153846153846,27778.0,27778.0,2
3451,2021-11-01,38113,HCM,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,443.0,24.61111111111111,12.0,0.6666666666666666,31818.0,31818.0,11
3452,2022-01-01,38113,HCM,MC,light,0,1.0,0.0,1,0,1,0,0,0,0,559.0,27.95,23.0,1.15,0.0,0.0,1
3495,2021-10-01,39415,HCM,Car,light,49587,4.0,0.0,2,0,3,0,0,0,0,2950.0,23.79032258064516,83.0,0.6693548387096773,24793.5,12396.75,10
3496,2021-11-01,39415,HCM,Car,light,100000,4.0,1.0,3,1,4,0,0,0,0,3787.0,42.077777777777776,82.0,0.911111111111111,33333.333333333336,25000.0,11
3497,2021-12-01,39415,HCM,Car,light,35455,3.0,0.0,2,0,2,0,0,0,0,2842.0,30.55913978494624,76.0,0.8172043010752688,17727.5,11818.333333333334,12
3498,2022-01-01,39415,HCM,Car,light,16529,3.0,0.0,1,0,1,0,0,0,0,1531.0,21.56338028169014,24.0,0.3380281690140845,16529.0,5509.666666666667,1
3504,2021-10-01,40434,HCM,Car,light,80000,1.0,1.0,1,1,0,0,0,1,0,366.0,12.2,11.0,0.3666666666666666,80000.0,80000.0,10
3512,2022-01-01,40678,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,208.0,9.454545454545457,7.0,0.3181818181818181,18182.0,18182.0,1
3513,2021-12-01,40685,HCM,Car,light,18182,,,1,0,1,0,0,0,0,,,,,18182.0,,12
3530,2021-10-01,40915,HCM,Car,light,21818,1.0,1.0,1,1,0,0,0,0,0,201.0,11.166666666666666,4.0,0.2222222222222222,21818.0,21818.0,10
3564,2021-10-01,42256,HCM,Car,light,143471,1.0,1.0,1,1,7,0,0,0,0,815.0,81.5,15.0,1.5,143471.0,143471.0,10
3565,2021-11-01,42256,HCM,Car,light,169256,2.0,1.0,2,1,8,0,0,0,0,812.0,101.5,11.0,1.375,84628.0,84628.0,11
3566,2021-12-01,42256,HCM,Car,light,301818,2.0,2.0,2,2,14,0,0,0,0,1432.0,89.5,37.0,2.3125,150909.0,150909.0,12
3567,2022-01-01,42256,HCM,Car,light,398182,3.0,2.0,3,2,16,0,1,0,0,1463.0,121.91666666666669,58.0,4.833333333333333,132727.33333333334,132727.33333333334,1
3568,2022-02-01,42256,HCM,Car,light,283973,1.0,1.0,1,1,14,0,0,0,0,2894.0,206.7142857142857,135.0,9.642857142857142,283973.0,283973.0,2
3571,2021-11-01,42370,HCM,Car,light,136364,2.0,2.0,1,1,0,0,0,2,0,1472.0,81.77777777777777,56.0,3.111111111111111,136364.0,68182.0,11
3572,2022-01-01,42370,HCM,Car,light,114545,1.0,1.0,1,0,0,1,0,0,0,2196.0,95.47826086956522,44.0,1.9130434782608696,114545.0,114545.0,1
3573,2021-11-01,42938,HCM,MC,light,90833,1.0,1.0,1,1,6,0,0,0,0,289.0,24.08333333333333,7.0,0.5833333333333333,90833.0,90833.0,11
3574,2021-12-01,42938,HCM,MC,light,199621,2.0,1.0,2,1,16,0,0,0,0,447.0,22.35,29.0,1.45,99810.5,99810.5,12
3576,2021-11-01,42960,HN,MC,light,50000,2.0,2.0,2,2,1,0,0,0,0,739.0,73.9,51.0,5.1,25000.0,25000.0,11
3629,2021-12-01,44910,HN,Car,light,154545,1.0,1.0,1,1,7,0,0,0,0,608.0,23.384615384615383,16.0,0.6153846153846154,154545.0,154545.0,12
3690,2021-10-01,47066,HN,Car,light,81818,13.0,8.0,3,1,3,0,0,0,0,2043.0,6.878787878787879,24.0,0.0808080808080808,27272.666666666668,6293.692307692308,10
3691,2021-11-01,47066,HN,Car,light,72727,19.0,5.0,3,0,4,0,0,0,0,2243.0,5.063205417607224,35.0,0.0790067720090293,24242.33333333333,3827.7368421052633,11
3692,2021-12-01,47066,HN,Car,light,250000,25.0,8.0,5,0,7,0,0,1,0,2613.0,4.384228187919463,38.0,0.0637583892617449,50000.0,10000.0,12
3693,2022-01-01,47066,HN,Car,light,54545,15.0,0.0,2,0,3,0,0,0,0,1922.0,4.992207792207792,27.0,0.0701298701298701,27272.5,3636.3333333333335,1
3726,2021-10-01,47275,HN,Car,light,36364,1.0,1.0,1,0,2,0,0,0,0,1146.0,88.15384615384616,31.0,2.3846153846153846,36364.0,36364.0,10
3727,2021-11-01,47275,HN,Car,light,72727,1.0,0.0,1,0,4,0,0,0,0,2120.0,73.10344827586206,84.0,2.896551724137931,72727.0,72727.0,11
3728,2021-12-01,47275,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,206.0,41.2,6.0,1.2,27273.0,27273.0,12
3739,2021-10-01,47823,HCM,Car,light,81818,1.0,1.0,1,1,3,0,0,0,0,713.0,44.5625,32.0,2.0,81818.0,81818.0,10
3740,2021-12-01,47823,HCM,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,452.0,14.580645161290322,28.0,0.9032258064516128,18182.0,18182.0,12
3741,2022-01-01,47823,HCM,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,558.0,18.6,48.0,1.6,18182.0,18182.0,1
3807,2021-12-01,48629,HCM,MC,light,36364,2.0,2.0,2,2,0,0,0,0,0,314.0,39.25,10.0,1.25,18182.0,18182.0,12
3808,2022-02-01,48629,HCM,MC,light,25455,1.0,0.0,1,0,0,1,0,0,0,45.0,4.5,9.0,0.9,25455.0,25455.0,2
3809,2021-12-01,48632,HCM,MC,light,76814,2.0,2.0,2,2,3,0,0,0,0,672.0,17.68421052631579,7.0,0.1842105263157894,38407.0,38407.0,12
3810,2021-12-01,48632,HCM,Car,light,18074,1.0,1.0,1,0,1,0,0,0,0,565.0,31.38888888888889,15.0,0.8333333333333333,18074.0,18074.0,12
3838,2021-10-01,49893,HCM,MC,light,136364,4.0,4.0,4,3,7,0,0,0,0,790.0,18.37209302325581,24.0,0.5581395348837209,34091.0,34091.0,10
3867,2021-10-01,50036,HCM,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,233.0,13.705882352941176,2.0,0.1176470588235294,31818.0,31818.0,10
3868,2021-11-01,50036,HCM,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,273.0,21.0,5.0,0.3846153846153846,31818.0,31818.0,11
3869,2021-12-01,50036,HCM,MC,light,27273,1.0,0.0,1,0,2,0,0,0,0,518.0,16.70967741935484,12.0,0.3870967741935483,27273.0,27273.0,12
3870,2022-01-01,50036,HCM,MC,light,27273,1.0,0.0,1,0,2,0,0,0,0,1058.0,35.266666666666666,9.0,0.3,27273.0,27273.0,1
3871,2021-10-01,50108,HCM,Car,light,46364,1.0,1.0,1,1,0,0,0,1,0,728.0,56.0,29.0,2.230769230769231,46364.0,46364.0,10
3872,2021-11-01,50108,HCM,Car,light,145455,1.0,0.0,1,0,0,1,0,0,0,1760.0,88.0,28.0,1.4,145455.0,145455.0,11
3944,2021-12-01,51518,HCM,Car,light,63461,1.0,1.0,1,1,2,0,0,0,0,783.0,41.21052631578947,78.0,4.105263157894737,63461.0,63461.0,12
3945,2022-01-01,51518,HCM,Car,light,45329,1.0,1.0,1,1,1,0,0,0,0,906.0,34.84615384615385,58.0,2.230769230769231,45329.0,45329.0,1
3952,2021-10-01,51532,HCM,MC,light,161653,11.0,10.0,11,11,0,0,0,0,0,1944.0,31.868852459016395,92.0,1.5081967213114753,14695.727272727272,14695.727272727272,10
3953,2021-11-01,51532,HCM,MC,light,67438,4.0,4.0,4,4,0,0,0,0,0,926.0,92.6,17.0,1.7,16859.5,16859.5,11
3954,2021-12-01,51532,HCM,MC,light,72727,4.0,3.0,4,4,0,0,0,0,0,1252.0,43.172413793103445,49.0,1.6896551724137931,18181.75,18181.75,12
3955,2022-01-01,51532,HCM,MC,light,36364,3.0,2.0,2,2,0,0,0,0,0,274.0,11.416666666666666,10.0,0.4166666666666666,18182.0,12121.333333333334,1
3956,2022-02-01,51532,HCM,MC,light,36364,3.0,2.0,2,2,0,0,0,0,0,388.0,29.846153846153847,29.0,2.230769230769231,18182.0,12121.333333333334,2
3961,2021-10-01,51586,HCM,MC,light-medium,725965,27.0,22.0,25,23,36,0,0,0,0,9495.0,33.551236749116605,274.0,0.9681978798586572,29038.6,26887.59259259259,10
3962,2021-11-01,51586,HCM,MC,light,166008,13.0,3.0,7,3,10,0,0,0,0,5162.0,23.89814814814815,134.0,0.6203703703703703,23715.42857142857,12769.846153846154,11
3967,2021-10-01,51733,HCM,MC,light,14545,1.0,1.0,1,1,0,0,0,0,0,122.0,12.2,3.0,0.3,14545.0,14545.0,10
3968,2021-11-01,51733,HCM,MC,light,36364,3.0,2.0,2,2,0,0,0,0,0,504.0,11.2,17.0,0.3777777777777777,18182.0,12121.333333333334,11
3969,2021-12-01,51733,HCM,MC,light,18182,1.0,0.0,1,1,0,0,0,0,0,70.0,70.0,4.0,4.0,18182.0,18182.0,12
3970,2022-01-01,51733,HCM,MC,light,36364,2.0,2.0,2,2,0,0,0,0,0,457.0,38.083333333333336,15.0,1.25,18182.0,18182.0,1
3971,2022-02-01,51733,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,49.0,49.0,8.0,8.0,18182.0,18182.0,2
3977,2021-10-01,52249,HN,MC,light,13636,1.0,0.0,1,0,1,0,0,0,0,300.0,9.67741935483871,28.0,0.9032258064516128,13636.0,13636.0,10
3978,2021-11-01,52249,HN,MC,light,50000,1.0,0.0,1,0,1,0,1,0,0,548.0,18.266666666666666,20.0,0.6666666666666666,50000.0,50000.0,11
3981,2021-10-01,52298,HCM,Car,light,181818,1.0,0.0,1,0,10,0,0,0,0,1484.0,57.07692307692308,72.0,2.7692307692307687,181818.0,181818.0,10
3985,2021-11-01,52575,HCM,MC,light,140909,1.0,1.0,1,1,9,0,0,0,0,722.0,103.14285714285714,55.0,7.857142857142858,140909.0,140909.0,11
3986,2021-12-01,52575,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,21.0,21.0,4.0,4.0,18182.0,18182.0,12
4038,2021-11-01,53848,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,34.0,34.0,2.0,2.0,18182.0,18182.0,11
4039,2022-01-01,53848,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,451.0,16.107142857142858,9.0,0.3214285714285714,18182.0,18182.0,1
4078,2021-10-01,54567,HCM,Car,light,246281,4.0,3.0,3,3,11,0,0,0,0,1390.0,31.59090909090909,69.0,1.568181818181818,82093.66666666667,61570.25,10
4079,2021-11-01,54567,HCM,Car,light,219587,3.0,1.0,1,1,8,0,0,1,0,796.0,23.41176470588235,33.0,0.9705882352941176,219587.0,73195.66666666667,11
4080,2021-11-01,54783,HCM,Car,light,45455,1.0,1.0,1,1,1,0,0,0,0,469.0,21.318181818181817,7.0,0.3181818181818181,45455.0,45455.0,11
4157,2021-10-01,56824,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,176.0,22.0,11.0,1.375,18182.0,18182.0,10
4159,2021-10-01,57136,HN,Car,light,18017,,,1,1,0,0,0,0,0,,,,,18017.0,,10
4190,2021-10-01,57271,HCM,MC,light,60000,2.0,2.0,2,2,2,0,0,0,0,171.0,34.2,2.0,0.4,30000.0,30000.0,10
4191,2021-11-01,57271,HCM,MC,light,163636,1.0,0.0,1,0,12,0,0,0,0,269.0,11.695652173913045,3.0,0.1304347826086956,163636.0,163636.0,11
4192,2021-12-01,57271,HCM,MC,light,45455,1.0,1.0,1,1,2,0,0,0,0,237.0,33.857142857142854,18.0,2.571428571428572,45455.0,45455.0,12
4226,2022-01-01,58003,HCM,MC,light,127273,3.0,3.0,4,4,4,0,0,0,0,1227.0,38.34375,58.0,1.8125,31818.25,42424.333333333336,1
4227,2022-02-01,58003,HCM,MC,light,13636,1.0,0.0,1,0,1,0,0,0,0,550.0,19.642857142857142,48.0,1.7142857142857142,13636.0,13636.0,2
4228,2021-11-01,58034,HCM,Car,light,63636,1.0,0.0,1,0,0,0,1,0,0,68.0,68.0,2.0,2.0,63636.0,63636.0,11
4229,2021-12-01,58034,HCM,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,378.0,37.8,8.0,0.8,18182.0,18182.0,12
4232,2021-10-01,58462,HCM,Car,light,24793,1.0,1.0,1,1,0,0,0,0,0,89.0,17.8,,,24793.0,24793.0,10
4261,2021-10-01,59194,HCM,MC,light,110000,1.0,1.0,1,1,7,0,0,0,0,795.0,113.57142857142856,28.0,4.0,110000.0,110000.0,10
4262,2021-11-01,59194,HCM,MC,light,477273,1.0,0.0,1,0,35,0,0,0,0,3216.0,110.89655172413794,191.0,6.586206896551724,477273.0,477273.0,11
4263,2022-01-01,59194,HCM,MC,light,136364,1.0,1.0,2,1,9,0,0,0,0,1358.0,67.9,46.0,2.3,68182.0,136364.0,1
4326,2021-12-01,60023,HN,Car,light,127273,1.0,1.0,1,0,2,0,2,0,0,460.0,25.55555555555556,28.0,1.5555555555555556,127273.0,127273.0,12
4327,2022-01-01,60023,HN,Car,light,136364,1.0,0.0,1,0,0,0,3,0,0,1032.0,33.29032258064516,45.0,1.4516129032258065,136364.0,136364.0,1
4362,2021-12-01,61245,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,222.0,24.666666666666668,13.0,1.4444444444444444,27273.0,27273.0,12
4367,2021-10-01,61696,HCM,MC,light,28182,1.0,1.0,1,1,1,0,0,0,0,1496.0,374.0,41.0,10.25,28182.0,28182.0,10
4368,2021-11-01,61696,HCM,MC,light,54545,2.0,2.0,2,3,0,0,0,0,0,455.0,151.66666666666666,32.0,10.666666666666666,27272.5,27272.5,11
4369,2021-12-01,61696,HCM,MC,light,45455,1.0,1.0,1,1,2,0,0,0,0,670.0,67.0,21.0,2.1,45455.0,45455.0,12
4377,2021-10-01,61723,HCM,MC,light,95455,,,3,3,3,0,0,0,0,,,,,31818.33333333333,,10
4378,2021-11-01,61723,HCM,MC,light,95455,,,2,0,7,0,0,0,0,,,,,47727.5,,11
4379,2021-12-01,61723,HCM,MC,light,13636,,,1,0,1,0,0,0,0,,,,,13636.0,,12
4452,2021-10-01,63045,HN,Car,light,58741,2.0,2.0,2,1,3,0,0,0,0,362.0,32.90909090909091,43.0,3.9090909090909087,29370.5,29370.5,10
4453,2021-11-01,63045,HN,Car,light,162028,,,5,5,7,0,0,0,0,,,,,32405.6,,11
4454,2021-12-01,63045,HN,Car,light,150000,,,5,0,11,0,0,0,0,,,,,30000.0,,12
4485,2021-11-01,64377,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,224.0,112.0,11.0,5.5,18182.0,18182.0,11
4492,2021-10-01,64417,HCM,MC,light,76033,2.0,2.0,2,2,4,0,0,0,0,522.0,74.57142857142857,25.0,3.571428571428572,38016.5,38016.5,10
4493,2021-11-01,64417,HCM,MC,light,37190,1.0,0.0,1,0,3,0,0,0,0,151.0,5.033333333333333,1.0,0.0333333333333333,37190.0,37190.0,11
4494,2021-12-01,64417,HCM,MC,light,65455,1.0,0.0,1,0,5,0,0,0,0,352.0,11.35483870967742,6.0,0.1935483870967741,65455.0,65455.0,12
4495,2022-01-01,64417,HCM,MC,light,40909,1.0,0.0,1,0,3,0,0,0,0,310.0,10.0,7.0,0.2258064516129032,40909.0,40909.0,1
4503,2021-10-01,64449,HCM,MC,light,41818,1.0,1.0,1,1,2,0,0,0,0,809.0,161.8,44.0,8.8,41818.0,41818.0,10
4504,2022-01-01,64449,HCM,MC,light,50000,1.0,1.0,2,2,1,0,0,0,0,431.0,107.75,35.0,8.75,25000.0,50000.0,1
4505,2022-02-01,64449,HCM,MC,light,22727,1.0,0.0,2,0,2,0,0,0,0,1050.0,37.5,114.0,4.071428571428571,11363.5,22727.0,2
4521,2021-10-01,65238,HCM,Car,light,234545,1.0,1.0,1,1,0,4,0,0,0,1296.0,41.80645161290322,15.0,0.4838709677419355,234545.0,234545.0,10
4522,2021-11-01,65238,HCM,Car,light,234545,2.0,1.0,2,1,0,4,0,0,0,1805.0,46.282051282051285,50.0,1.2820512820512822,117272.5,117272.5,11
4523,2021-12-01,65238,HCM,Car,light,365455,3.0,2.0,2,2,0,6,0,0,0,1642.0,54.73333333333333,77.0,2.566666666666667,182727.5,121818.33333333331,12
4524,2022-01-01,65238,HCM,Car,light,51818,1.0,0.0,1,0,0,1,0,0,0,203.0,18.454545454545453,5.0,0.4545454545454545,51818.0,51818.0,1
4543,2022-02-01,65680,HCM,MC,light,36783,2.0,2.0,2,2,0,0,0,0,0,260.0,86.66666666666667,50.0,16.666666666666668,18391.5,18391.5,2
4550,2021-12-01,65983,HCM,Car,light,45455,1.0,1.0,1,1,1,0,0,0,0,133.0,66.5,11.0,5.5,45455.0,45455.0,12
4570,2022-02-01,66926,HCM,MC,light,18519,1.0,1.0,1,1,0,0,0,0,0,240.0,120.0,19.0,9.5,18519.0,18519.0,2
4583,2021-11-01,67236,HCM,Car,light,133636,1.0,1.0,1,1,3,1,0,0,0,874.0,31.214285714285715,31.0,1.1071428571428572,133636.0,133636.0,11
4600,2022-01-01,67422,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,394.0,131.33333333333334,22.0,7.333333333333333,18182.0,18182.0,1
4662,2021-11-01,68163,HCM,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,250.0,83.33333333333333,13.0,4.333333333333333,31818.0,31818.0,11
4710,2021-10-01,69370,HCM,Car,light,154334,2.0,2.0,2,1,7,0,0,0,0,536.0,16.75,16.0,0.5,77167.0,77167.0,10
4711,2021-11-01,69370,HCM,Car,light,36314,1.0,0.0,1,0,2,0,0,0,0,110.0,3.6666666666666665,4.0,0.1333333333333333,36314.0,36314.0,11
4712,2021-12-01,69370,HCM,Car,light,72628,1.0,0.0,1,0,4,0,0,0,0,276.0,8.903225806451612,15.0,0.4838709677419355,72628.0,72628.0,12
4713,2022-01-01,69370,HCM,Car,light,18157,1.0,0.0,1,0,1,0,0,0,0,192.0,6.193548387096774,18.0,0.5806451612903226,18157.0,18157.0,1
4715,2021-12-01,69480,HCM,MC,light,16529,1.0,1.0,1,1,0,0,0,0,0,102.0,102.0,4.0,4.0,16529.0,16529.0,12
4764,2021-10-01,71140,HCM,MC,light,10000,1.0,1.0,1,1,0,0,0,0,0,1500.0,214.28571428571428,112.0,16.0,10000.0,10000.0,10
4765,2021-11-01,71140,HCM,MC,light,186364,5.0,5.0,5,5,7,0,0,0,0,3834.0,132.20689655172413,186.0,6.413793103448276,37272.8,37272.8,11
4766,2022-01-01,71140,HCM,MC,light,86364,6.0,4.0,4,4,1,0,0,0,0,1381.0,23.406779661016948,74.0,1.2542372881355932,21591.0,14394.0,1
4772,2021-10-01,71453,HCM,MC,light,14545,1.0,1.0,1,1,0,0,0,0,0,310.0,155.0,16.0,8.0,14545.0,14545.0,10
4773,2021-12-01,71525,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,226.0,75.33333333333333,11.0,3.6666666666666665,18182.0,18182.0,12
4785,2022-02-01,72782,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,288.0,72.0,8.0,2.0,18182.0,18182.0,2
4789,2022-01-01,72833,HN,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,21.0,3.0,,,18182.0,18182.0,1
4804,2021-12-01,72941,HN,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,137.0,45.66666666666666,9.0,3.0,31818.0,31818.0,12
4805,2021-12-01,72941,HN,Car,light,18182,1.0,1.0,1,0,1,0,0,0,0,248.0,49.6,19.0,3.8,18182.0,18182.0,12
4806,2022-01-01,72941,HN,Car,light,63636,1.0,1.0,1,1,2,0,0,0,0,397.0,18.904761904761905,13.0,0.619047619047619,63636.0,63636.0,1
4839,2021-12-01,73176,HN,MC,light,45455,2.0,2.0,2,2,1,0,0,0,0,506.0,17.448275862068964,35.0,1.206896551724138,22727.5,22727.5,12
4865,2021-10-01,73740,HN,Car,light-medium,875758,31.0,12.0,21,4,53,0,0,0,0,8641.0,12.993984962406016,305.0,0.4586466165413533,41702.761904761916,28250.25806451613,10
4866,2021-11-01,73740,HN,Car,medium,1386364,50.0,19.0,30,19,63,0,0,0,0,11775.0,9.009181331293037,307.0,0.2348890589135424,46212.13333333333,27727.28,11
4867,2021-12-01,73740,HN,Car,light-medium,803030,57.0,7.0,16,2,50,0,0,0,0,7522.0,4.922774869109948,167.0,0.1092931937172774,50189.375,14088.245614035088,12
4868,2022-01-01,73740,HN,Car,light-medium,960303,52.0,15.0,16,7,38,0,0,0,1,7991.0,7.750727449078565,173.0,0.1677982541222114,60018.9375,18467.365384615383,1
4869,2022-02-01,73740,HN,Car,light,453502,36.0,4.0,7,4,6,0,1,0,1,7003.0,8.437349397590362,242.0,0.2915662650602409,64786.0,12597.277777777776,2
4881,2021-10-01,74258,HCM,Car,light,72727,1.0,0.0,1,0,4,0,0,0,0,177.0,5.709677419354839,2.0,0.064516129032258,72727.0,72727.0,10
4882,2021-11-01,74258,HCM,Car,light,127273,1.0,0.0,1,0,7,0,0,0,0,328.0,10.933333333333334,13.0,0.4333333333333333,127273.0,127273.0,11
4883,2021-12-01,74258,HCM,Car,light,218182,1.0,0.0,1,0,12,0,0,0,0,588.0,18.967741935483872,34.0,1.096774193548387,218182.0,218182.0,12
4884,2022-01-01,74258,HCM,Car,light,127273,1.0,0.0,1,0,7,0,0,0,0,409.0,13.193548387096774,20.0,0.6451612903225806,127273.0,127273.0,1
4885,2022-02-01,74258,HCM,Car,light,55219,1.0,0.0,1,0,3,0,0,0,0,361.0,12.892857142857142,16.0,0.5714285714285714,55219.0,55219.0,2
4912,2021-12-01,74788,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,585.0,19.5,25.0,0.8333333333333333,18182.0,18182.0,12
4983,2021-11-01,77998,HCM,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,74.0,74.0,5.0,5.0,18182.0,18182.0,11
5041,2021-10-01,79026,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,558.0,18.0,31.0,1.0,27273.0,27273.0,10
5042,2022-01-01,79026,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,182.0,13.0,4.0,0.2857142857142857,27273.0,27273.0,1
5046,2021-11-01,79365,HCM,MC,light,85455,1.0,1.0,1,1,2,0,0,1,0,766.0,33.30434782608695,9.0,0.391304347826087,85455.0,85455.0,11
5064,2021-11-01,80305,HCM,Car,light,45455,1.0,1.0,1,1,1,0,0,0,0,730.0,81.1111111111111,47.0,5.222222222222222,45455.0,45455.0,11
5065,2021-12-01,80305,HCM,Car,light,402727,3.0,1.0,3,2,10,2,0,0,0,3395.0,82.8048780487805,154.0,3.7560975609756095,134242.33333333334,134242.33333333334,12
5066,2022-01-01,80305,HCM,Car,light-medium,695455,2.0,0.0,3,0,29,0,0,2,0,3204.0,97.0909090909091,157.0,4.757575757575758,231818.3333333333,347727.5,1
5067,2022-02-01,80305,HCM,Car,light,340909,1.0,0.0,1,0,14,0,0,1,0,1752.0,62.57142857142857,22.0,0.7857142857142857,340909.0,340909.0,2
5080,2021-10-01,80470,HN,MC,light,25620,1.0,1.0,1,1,1,0,0,0,0,160.0,26.666666666666668,3.0,0.5,25620.0,25620.0,10
5081,2021-11-01,80470,HN,MC,light,12397,1.0,0.0,1,0,1,0,0,0,0,177.0,5.9,1.0,0.0333333333333333,12397.0,12397.0,11
